round,matchweek_no,date,time,home_team,expected_goals_home,score,expected_goals_away,away_team,attendance,stadium,referee,home_team_score,away_team_score,winner,season,penalty_shoot_out,capacity
,9,2020-12-02,20:00,Borussia Dortmund,,,,Lazio Roma,0,Signal Iduna Park,,1,1,draw,2020-2021,0.0,81365.0
,9,2020-12-02,17:55,İstanbul Başakşehir,,,,RB Leipzig,0,Fatih Terim Stadium,,3,4,RB Leipzig,2020-2021,0.0,17319.0
,9,2020-12-02,20:00,Manchester United,,,,Paris Saint-Germain,638,Old Trafford,,1,3,Paris Saint-Germain,2020-2021,0.0,74140.0
,10,2020-12-08,20:00,Chelsea FC,,,,FK Krasnodar,2000,Stamford Bridge,,1,1,draw,2020-2021,0.0,41837.0
,10,2020-12-08,20:00,FC Barcelona,,,,Juventus,0,Spotify Camp Nou,,0,3,Juventus,2020-2021,0.0,99354.0
,10,2020-12-08,20:00,RB Leipzig,,,,Manchester United,0,Red Bull Arena,,3,2,RB Leipzig,2020-2021,0.0,42558.0
,10,2020-12-08,20:00,RB Leipzig,,,,Manchester United,0,Red Bull Arena,,3,2,RB Leipzig,2020-2021,0.0,31895.0
,10,2020-12-08,20:00,Dinamo Kiev,,,,Ferencvárosi TC,0,Olimpiyskyi,,1,0,Dinamo Kiev,2020-2021,0.0,70050.0
,10,2020-12-08,20:00,Stade Rennes,,,,Sevilla FC,0,Roazhon Park,,1,3,Sevilla FC,2020-2021,0.0,29778.0
,10,2020-12-08,17:55,Lazio Roma,,,,Club Brugge KV,0,Olimpico,,2,2,draw,2020-2021,0.0,70634.0
,10,2020-12-08,17:55,Zenit St. Petersburg,,,,Borussia Dortmund,10860,Gazprom Arena,,1,2,Borussia Dortmund,2020-2021,0.0,68134.0
,11,2020-12-09,20:00,Inter,,,,Shakhtar Donetsk,0,Giuseppe Meazza,,0,0,draw,2020-2021,0.0,75923.0
,11,2020-12-09,20:00,Real Madrid,,,,Bor. Mönchengladbach,0,Alfredo Di Stéfano,,2,0,Real Madrid,2020-2021,0.0,9000.0
,11,2020-12-09,20:00,RB Salzburg,,,,Atlético Madrid,0,Red Bull Arena,,0,2,Atlético Madrid,2020-2021,0.0,42558.0
,11,2020-12-09,17:55,FC Midtjylland,,,,Liverpool FC,0,MCH Arena,,1,1,draw,2020-2021,0.0,11535.0
,11,2020-12-09,20:00,Olympiakos Piraeus,,,,FC Porto,0,Georgios Karaiskakis,,0,2,FC Porto,2020-2021,0.0,33334.0
,11,2020-12-09,20:00,RB Salzburg,,,,Atlético Madrid,0,Red Bull Arena,,0,2,Atlético Madrid,2020-2021,0.0,31895.0
,11,2020-12-09,17:55,Paris Saint-Germain,,,,İstanbul Başakşehir,0,Parc des Princes,,5,1,Paris Saint-Germain,2020-2021,0.0,48712.0
,11,2020-12-09,17:55,AFC Ajax,,,,Atalanta,0,Johan Cruijff ArenA,,0,1,Atalanta,2020-2021,0.0,54990.0
,11,2020-12-09,20:00,Bayern München,,,,Lokomotiv Moskva,0,Allianz Arena,,2,0,Bayern München,2020-2021,0.0,75024.0
,11,2020-12-09,20:00,Manchester City,,,,Olympique Marseille,1,Etihad Stadium,,3,0,Manchester City,2020-2021,0.0,55097.0
,12,2021-02-16,20:00,FC Barcelona,,,,Paris Saint-Germain,0,Spotify Camp Nou,,1,4,Paris Saint-Germain,2020-2021,0.0,99354.0
,12,2021-02-16,20:00,RB Leipzig,,,,Liverpool FC,0,Puskás Aréna,,0,2,Liverpool FC,2020-2021,0.0,67215.0
,13,2021-02-17,20:00,FC Porto,,,,Juventus,0,Estádio do Dragão,,2,1,FC Porto,2020-2021,0.0,54378.0
,13,2021-02-17,20:00,Sevilla FC,,,,Borussia Dortmund,0,Ramón Sánchez Pizjuán,,2,3,Borussia Dortmund,2020-2021,0.0,43883.0
,14,2021-02-23,20:00,Lazio Roma,,,,Bayern München,0,Olimpico,,1,4,Bayern München,2020-2021,0.0,70634.0
,14,2021-02-23,20:00,Atlético Madrid,,,,Chelsea FC,0,Arena Națională,,0,1,Chelsea FC,2020-2021,0.0,55611.0
,15,2021-02-24,20:00,Bor. Mönchengladbach,,,,Manchester City,0,Puskás Aréna,,0,2,Manchester City,2020-2021,0.0,67215.0
,15,2021-02-24,20:00,Atalanta,,,,Real Madrid,0,Gewiss Stadium,,0,1,Real Madrid,2020-2021,0.0,26562.0
,16,2021-03-09,20:00,Borussia Dortmund,,,,Sevilla FC,0,Signal Iduna Park,,2,2,draw,2020-2021,0.0,81365.0
,16,2021-03-09,20:00,Juventus,,,,FC Porto,0,Allianz Stadium,,3,2,Juventus,2020-2021,0.0,41254.0
,17,2021-03-10,20:00,Paris Saint-Germain,,,,FC Barcelona,0,Parc des Princes,,1,1,draw,2020-2021,0.0,48712.0
,17,2021-03-10,20:00,Liverpool FC,,,,RB Leipzig,0,Puskás Aréna,,2,0,Liverpool FC,2020-2021,0.0,67215.0
,18,2021-03-16,20:00,Manchester City,,,,Bor. Mönchengladbach,0,Puskás Aréna,,2,0,Manchester City,2020-2021,0.0,67215.0
,18,2021-03-16,20:00,Real Madrid,,,,Atalanta,0,Alfredo Di Stéfano,,3,1,Real Madrid,2020-2021,0.0,9000.0
,19,2021-03-17,20:00,Chelsea FC,,,,Atlético Madrid,0,Stamford Bridge,,2,0,Chelsea FC,2020-2021,0.0,41837.0
,19,2021-03-17,20:00,Bayern München,,,,Lazio Roma,0,Allianz Arena,,2,1,Bayern München,2020-2021,0.0,75024.0
,20,2021-04-06,20:00,Real Madrid,,,,Liverpool FC,0,Alfredo Di Stéfano,,3,1,Real Madrid,2020-2021,0.0,9000.0
,20,2021-04-06,20:00,Manchester City,,,,Borussia Dortmund,0,Etihad Stadium,,2,1,Manchester City,2020-2021,0.0,55097.0
,21,2021-04-07,20:00,Bayern München,,,,Paris Saint-Germain,0,Allianz Arena,,2,3,Paris Saint-Germain,2020-2021,0.0,75024.0
,21,2021-04-07,20:00,FC Porto,,,,Chelsea FC,0,Ramón Sánchez Pizjuán,,0,2,Chelsea FC,2020-2021,0.0,43883.0
,22,2021-04-13,20:00,Paris Saint-Germain,,,,Bayern München,0,Parc des Princes,,0,1,Bayern München,2020-2021,0.0,48712.0
,22,2021-04-13,20:00,Chelsea FC,,,,FC Porto,0,Ramón Sánchez Pizjuán,,0,1,FC Porto,2020-2021,0.0,43883.0
,23,2021-04-14,20:00,Borussia Dortmund,,,,Manchester City,0,Signal Iduna Park,,1,2,Manchester City,2020-2021,0.0,81365.0
,23,2021-04-14,20:00,Liverpool FC,,,,Real Madrid,0,Anfield,,0,0,draw,2020-2021,0.0,54074.0
,24,2021-04-27,20:00,Real Madrid,,,,Chelsea FC,0,Alfredo Di Stéfano,,1,1,draw,2020-2021,0.0,9000.0
,25,2021-04-28,20:00,Paris Saint-Germain,,,,Manchester City,0,Parc des Princes,,1,2,Manchester City,2020-2021,0.0,48712.0
,26,2021-05-04,20:00,Manchester City,,,,Paris Saint-Germain,0,Etihad Stadium,,2,0,Manchester City,2020-2021,0.0,55097.0
,27,2021-05-05,20:00,Chelsea FC,,,,Real Madrid,0,Stamford Bridge,,2,0,Chelsea FC,2020-2021,0.0,41837.0
,28,2021-05-29,20:00,Manchester City,,,,Chelsea FC,14110,Estádio do Dragão,,0,1,Chelsea FC,2020-2021,0.0,54378.0
,0,2021-09-14,20:00,FC Barcelona,,,,Bayern München,39737,Spotify Camp Nou,,0,3,Bayern München,2021-2022,0.0,99354.0
,0,2021-09-14,20:00,Dinamo Kiev,,,,SL Benfica,21657,Olimpiyskyi,,0,0,draw,2021-2022,0.0,70050.0
,0,2021-09-14,17:45,BSC Young Boys,,,,Manchester United,31120,Stadion Wankdorf,,2,1,BSC Young Boys,2021-2022,0.0,32000.0
,0,2021-09-14,20:00,Chelsea FC,,,,Zenit St. Petersburg,39252,Stamford Bridge,,1,0,Chelsea FC,2021-2022,0.0,41837.0
,0,2021-09-14,20:00,Villarreal CF,,,,Atalanta,12916,Estadio de la Cerámica,,2,2,draw,2021-2022,0.0,23500.0
,0,2021-09-14,17:45,Sevilla FC,,,,RB Salzburg,18373,Ramón Sánchez Pizjuán,,1,1,draw,2021-2022,0.0,43883.0
,0,2021-09-14,20:00,Lille OSC,,,,VfL Wolfsburg,34314,Stade Pierre Mauroy,,0,0,draw,2021-2022,0.0,50186.0
,0,2021-09-14,20:00,Malmö FF,,,,Juventus,5832,Nya Malmö Stadion,,0,3,Juventus,2021-2022,0.0,22500.0
,1,2021-09-15,20:00,Club Brugge KV,,,,Paris Saint-Germain,27546,Jan Breydel Stadion,,1,1,draw,2021-2022,0.0,29042.0
,1,2021-09-15,20:00,Atlético Madrid,,,,FC Porto,40098,Wanda Metropolitano,,0,0,draw,2021-2022,0.0,68000.0
,1,2021-09-15,20:00,Liverpool FC,,,,AC Milan,51445,Anfield,,3,2,Liverpool FC,2021-2022,0.0,54074.0
,1,2021-09-15,17:45,Beşiktaş,,,,Borussia Dortmund,22445,Vodafone Park,,1,2,Borussia Dortmund,2021-2022,0.0,41903.0
,1,2021-09-15,20:00,Sporting CP,,,,AFC Ajax,20382,Estádio José Alvalade,,1,5,AFC Ajax,2021-2022,0.0,52000.0
,1,2021-09-15,17:45,FC Sheriff,,,,Shakhtar Donetsk,5205,Sheriff Stadium,,2,0,FC Sheriff,2021-2022,0.0,14300.0
,1,2021-09-15,20:00,Inter,,,,Real Madrid,37082,Giuseppe Meazza,,0,1,Real Madrid,2021-2022,0.0,75923.0
,1,2021-09-15,20:00,Manchester City,,,,RB Leipzig,38062,Etihad Stadium,,6,3,Manchester City,2021-2022,0.0,55097.0
,2,2021-09-28,20:00,AC Milan,,,,Atlético Madrid,35374,Giuseppe Meazza,,1,2,Atlético Madrid,2021-2022,0.0,75923.0
,2,2021-09-28,20:00,Paris Saint-Germain,,,,Manchester City,37350,Parc des Princes,,2,0,Paris Saint-Germain,2021-2022,0.0,48712.0
,2,2021-09-28,20:00,FC Porto,,,,Liverpool FC,23520,Estádio do Dragão,,1,5,Liverpool FC,2021-2022,0.0,54378.0
,2,2021-09-28,17:45,AFC Ajax,,,,Beşiktaş,52628,Johan Cruijff ArenA,,2,0,AFC Ajax,2021-2022,0.0,54990.0
,2,2021-09-28,20:00,Borussia Dortmund,,,,Sporting CP,25000,Signal Iduna Park,,1,0,Borussia Dortmund,2021-2022,0.0,81365.0
,2,2021-09-28,17:45,Shakhtar Donetsk,,,,Inter,26170,Olimpiyskyi,,0,0,draw,2021-2022,0.0,70050.0
,2,2021-09-28,20:00,Real Madrid,,,,FC Sheriff,24522,Santiago Bernabéu,,1,2,FC Sheriff,2021-2022,0.0,81044.0
,2,2021-09-28,20:00,RB Leipzig,,,,Club Brugge KV,23500,Red Bull Arena,,1,2,Club Brugge KV,2021-2022,0.0,42558.0
,2,2021-09-28,20:00,RB Leipzig,,,,Club Brugge KV,23500,Red Bull Arena,,1,2,Club Brugge KV,2021-2022,0.0,31895.0
,3,2021-09-29,20:00,VfL Wolfsburg,,,,Sevilla FC,11733,Volkswagen Arena,,1,1,draw,2021-2022,0.0,30000.0
,3,2021-09-29,20:00,RB Salzburg,,,,Lille OSC,24207,Red Bull Arena,,2,1,RB Salzburg,2021-2022,0.0,31895.0
,3,2021-09-29,20:00,Bayern München,,,,Dinamo Kiev,25000,Allianz Arena,,5,0,Bayern München,2021-2022,0.0,75024.0
,3,2021-09-29,17:45,Atalanta,,,,BSC Young Boys,8536,Gewiss Stadium,,1,0,Atalanta,2021-2022,0.0,26562.0
,3,2021-09-29,17:45,Zenit St. Petersburg,,,,Malmö FF,15339,Gazprom Arena,,4,0,Zenit St. Petersburg,2021-2022,0.0,68134.0
,3,2021-09-29,20:00,SL Benfica,,,,FC Barcelona,29454,Estádio da Luz,,3,0,SL Benfica,2021-2022,0.0,65272.0
,3,2021-09-29,20:00,RB Salzburg,,,,Lille OSC,24207,Red Bull Arena,,2,1,RB Salzburg,2021-2022,0.0,42558.0
,3,2021-09-29,20:00,Juventus,,,,Chelsea FC,19934,Allianz Stadium,,1,0,Juventus,2021-2022,0.0,41254.0
,3,2021-09-29,20:00,Manchester United,,,,Villarreal CF,73130,Old Trafford,,2,1,Manchester United,2021-2022,0.0,74140.0
,4,2021-10-19,20:00,Paris Saint-Germain,,,,RB Leipzig,47359,Parc des Princes,,3,2,Paris Saint-Germain,2021-2022,0.0,48712.0
,4,2021-10-19,20:00,FC Porto,,,,AC Milan,32130,Estádio do Dragão,,1,0,FC Porto,2021-2022,0.0,54378.0
,4,2021-10-19,17:45,Beşiktaş,,,,Sporting CP,22936,Vodafone Park,,1,4,Sporting CP,2021-2022,0.0,41903.0
,4,2021-10-19,20:00,AFC Ajax,,,,Borussia Dortmund,54029,Johan Cruijff ArenA,,4,0,AFC Ajax,2021-2022,0.0,54990.0
,4,2021-10-19,20:00,Shakhtar Donetsk,,,,Real Madrid,34037,Olimpiyskyi,,0,5,Real Madrid,2021-2022,0.0,70050.0
,4,2021-10-19,20:00,Inter,,,,FC Sheriff,43305,Giuseppe Meazza,,3,1,Inter,2021-2022,0.0,75923.0
,4,2021-10-19,20:00,Atlético Madrid,,,,Liverpool FC,60725,Wanda Metropolitano,,2,3,Liverpool FC,2021-2022,0.0,68000.0
,4,2021-10-19,17:45,Club Brugge KV,,,,Manchester City,24915,Jan Breydel Stadion,,1,5,Manchester City,2021-2022,0.0,29042.0
,5,2021-10-20,17:45,RB Salzburg,,,,VfL Wolfsburg,27500,Red Bull Arena,,3,1,RB Salzburg,2021-2022,0.0,31895.0
,5,2021-10-20,20:00,Lille OSC,,,,Sevilla FC,34362,Stade Pierre Mauroy,,0,0,draw,2021-2022,0.0,50186.0
,5,2021-10-20,20:00,Manchester United,,,,Atalanta,72279,Old Trafford,,3,2,Manchester United,2021-2022,0.0,74140.0
,5,2021-10-20,17:45,FC Barcelona,,,,Dinamo Kiev,45968,Spotify Camp Nou,,1,0,FC Barcelona,2021-2022,0.0,99354.0
,5,2021-10-20,20:00,SL Benfica,,,,Bayern München,50000,Estádio da Luz,,0,4,Bayern München,2021-2022,0.0,65272.0
,5,2021-10-20,17:45,RB Salzburg,,,,VfL Wolfsburg,27500,Red Bull Arena,,3,1,RB Salzburg,2021-2022,0.0,42558.0
,5,2021-10-20,20:00,Zenit St. Petersburg,,,,Juventus,18717,Gazprom Arena,,0,1,Juventus,2021-2022,0.0,68134.0
,5,2021-10-20,20:00,Chelsea FC,,,,Malmö FF,39095,Stamford Bridge,,4,0,Chelsea FC,2021-2022,0.0,41837.0
,5,2021-10-20,20:00,BSC Young Boys,,,,Villarreal CF,27398,Stadion Wankdorf,,1,4,Villarreal CF,2021-2022,0.0,32000.0
,6,2021-11-02,20:00,Villarreal CF,,,,BSC Young Boys,14890,Estadio de la Cerámica,,2,0,Villarreal CF,2021-2022,0.0,23500.0
,6,2021-11-02,17:45,Malmö FF,,,,Chelsea FC,19551,Nya Malmö Stadion,,0,1,Chelsea FC,2021-2022,0.0,22500.0
,6,2021-11-02,20:00,Dinamo Kiev,,,,FC Barcelona,31378,Olimpiyskyi,,0,1,FC Barcelona,2021-2022,0.0,70050.0
,6,2021-11-02,20:00,Atalanta,,,,Manchester United,14443,Gewiss Stadium,,2,2,draw,2021-2022,0.0,26562.0
,6,2021-11-02,20:00,Juventus,,,,Zenit St. Petersburg,20053,Allianz Stadium,,4,2,Juventus,2021-2022,0.0,41254.0
,6,2021-11-02,20:00,Bayern München,,,,SL Benfica,50000,Allianz Arena,,5,2,Bayern München,2021-2022,0.0,75024.0
,6,2021-11-02,17:45,VfL Wolfsburg,,,,RB Salzburg,16112,Volkswagen Arena,,2,1,VfL Wolfsburg,2021-2022,0.0,30000.0
,6,2021-11-02,20:00,Sevilla FC,,,,Lille OSC,29369,Ramón Sánchez Pizjuán,,1,2,Lille OSC,2021-2022,0.0,43883.0
,7,2021-11-03,20:00,FC Sheriff,,,,Inter,5930,Sheriff Stadium,,1,3,Inter,2021-2022,0.0,14300.0
,7,2021-11-03,17:45,AC Milan,,,,FC Porto,39675,Giuseppe Meazza,,1,1,draw,2021-2022,0.0,75923.0
,7,2021-11-03,20:00,Liverpool FC,,,,Atlético Madrid,51347,Anfield,,2,0,Liverpool FC,2021-2022,0.0,54074.0
,7,2021-11-03,20:00,Borussia Dortmund,,,,AFC Ajax,54820,Signal Iduna Park,,1,3,AFC Ajax,2021-2022,0.0,81365.0
,7,2021-11-03,20:00,Sporting CP,,,,Beşiktaş,40835,Estádio José Alvalade,,4,0,Sporting CP,2021-2022,0.0,52000.0
,7,2021-11-03,17:45,Real Madrid,,,,Shakhtar Donetsk,38105,Santiago Bernabéu,,2,1,Real Madrid,2021-2022,0.0,81044.0
,7,2021-11-03,20:00,RB Leipzig,,,,Paris Saint-Germain,39794,Red Bull Arena,,2,2,draw,2021-2022,0.0,31895.0
,7,2021-11-03,20:00,Manchester City,,,,Club Brugge KV,50228,Etihad Stadium,,4,1,Manchester City,2021-2022,0.0,55097.0
,7,2021-11-03,20:00,RB Leipzig,,,,Paris Saint-Germain,39794,Red Bull Arena,,2,2,draw,2021-2022,0.0,42558.0
,8,2021-11-23,20:00,Chelsea FC,,,,Juventus,39513,Stamford Bridge,,4,0,Chelsea FC,2021-2022,0.0,41837.0
,8,2021-11-23,20:00,FC Barcelona,,,,SL Benfica,49572,Spotify Camp Nou,,0,0,draw,2021-2022,0.0,99354.0
,8,2021-11-23,17:45,Dinamo Kiev,,,,Bayern München,28732,Olimpiyskyi,,1,2,Bayern München,2021-2022,0.0,70050.0
,8,2021-11-23,20:00,Lille OSC,,,,RB Salzburg,33573,Stade Pierre Mauroy,,1,0,Lille OSC,2021-2022,0.0,50186.0
,8,2021-11-23,20:00,Sevilla FC,,,,VfL Wolfsburg,28663,Ramón Sánchez Pizjuán,,2,0,Sevilla FC,2021-2022,0.0,43883.0
,8,2021-11-23,20:00,Malmö FF,,,,Zenit St. Petersburg,19551,Nya Malmö Stadion,,1,1,draw,2021-2022,0.0,22500.0
,8,2021-11-23,17:45,Villarreal CF,,,,Manchester United,20875,Estadio de la Cerámica,,0,2,Manchester United,2021-2022,0.0,23500.0
,8,2021-11-23,20:00,BSC Young Boys,,,,Atalanta,31120,Stadion Wankdorf,,3,3,draw,2021-2022,0.0,32000.0
,9,2021-11-24,20:00,Liverpool FC,,,,FC Porto,52209,Anfield,,2,0,Liverpool FC,2021-2022,0.0,54074.0
,9,2021-11-24,17:45,Inter,,,,Shakhtar Donetsk,46225,Giuseppe Meazza,,2,0,Inter,2021-2022,0.0,75923.0
,9,2021-11-24,20:00,FC Sheriff,,,,Real Madrid,5932,Sheriff Stadium,,0,3,Real Madrid,2021-2022,0.0,14300.0
,9,2021-11-24,17:45,Beşiktaş,,,,AFC Ajax,11712,Vodafone Park,,1,2,AFC Ajax,2021-2022,0.0,41903.0
,9,2021-11-24,20:00,Manchester City,,,,Paris Saint-Germain,52030,Etihad Stadium,,2,1,Manchester City,2021-2022,0.0,55097.0
,9,2021-11-24,20:00,Sporting CP,,,,Borussia Dortmund,41341,Estádio José Alvalade,,3,1,Sporting CP,2021-2022,0.0,52000.0
,9,2021-11-24,20:00,Atlético Madrid,,,,AC Milan,61019,Wanda Metropolitano,,0,1,AC Milan,2021-2022,0.0,68000.0
,9,2021-11-24,20:00,Club Brugge KV,,,,RB Leipzig,24072,Jan Breydel Stadion,,0,5,RB Leipzig,2021-2022,0.0,29042.0
,10,2021-12-07,17:45,RB Leipzig,,,,Manchester City,0,Red Bull Arena,,2,1,RB Leipzig,2021-2022,0.0,42558.0
,10,2021-12-07,17:45,RB Leipzig,,,,Manchester City,0,Red Bull Arena,,2,1,RB Leipzig,2021-2022,0.0,31895.0
,10,2021-12-07,20:00,AC Milan,,,,Liverpool FC,56237,Giuseppe Meazza,,1,2,Liverpool FC,2021-2022,0.0,75923.0
,10,2021-12-07,20:00,Shakhtar Donetsk,,,,FC Sheriff,6841,Olimpiyskyi,,1,1,draw,2021-2022,0.0,70050.0
,10,2021-12-07,20:00,Real Madrid,,,,Inter,46887,Santiago Bernabéu,,2,0,Real Madrid,2021-2022,0.0,81044.0
,10,2021-12-07,20:00,Borussia Dortmund,,,,Beşiktaş,15000,Signal Iduna Park,,5,0,Borussia Dortmund,2021-2022,0.0,81365.0
,10,2021-12-07,20:00,FC Porto,,,,Atlético Madrid,38830,Estádio do Dragão,,1,3,Atlético Madrid,2021-2022,0.0,54378.0
,10,2021-12-07,17:45,Paris Saint-Germain,,,,Club Brugge KV,47492,Parc des Princes,,4,1,Paris Saint-Germain,2021-2022,0.0,48712.0
,10,2021-12-07,20:00,AFC Ajax,,,,Sporting CP,0,Johan Cruijff ArenA,,4,2,AFC Ajax,2021-2022,0.0,54990.0
,11,2021-12-08,17:45,Zenit St. Petersburg,,,,Chelsea FC,29349,Gazprom Arena,,3,3,draw,2021-2022,0.0,68134.0
,11,2021-12-08,20:00,Manchester United,,,,BSC Young Boys,73156,Old Trafford,,1,1,draw,2021-2022,0.0,74140.0
,11,2021-12-08,20:00,VfL Wolfsburg,,,,Lille OSC,6544,Volkswagen Arena,,1,3,Lille OSC,2021-2022,0.0,30000.0
,11,2021-12-08,20:00,RB Salzburg,,,,Sevilla FC,0,Red Bull Arena,,1,0,RB Salzburg,2021-2022,0.0,31895.0
,11,2021-12-08,20:00,RB Salzburg,,,,Sevilla FC,0,Red Bull Arena,,1,0,RB Salzburg,2021-2022,0.0,42558.0
,11,2021-12-08,20:00,Bayern München,,,,FC Barcelona,0,Allianz Arena,,3,0,Bayern München,2021-2022,0.0,75024.0
,11,2021-12-08,20:00,SL Benfica,,,,Dinamo Kiev,37000,Estádio da Luz,,2,0,SL Benfica,2021-2022,0.0,65272.0
,11,2021-12-08,17:45,Juventus,,,,Malmö FF,17501,Allianz Stadium,,1,0,Juventus,2021-2022,0.0,41254.0
,12,2021-12-09,18:00,Atalanta,,,,Villarreal CF,11690,Gewiss Stadium,,2,3,Villarreal CF,2021-2022,0.0,26562.0
,13,2022-02-15,20:00,Paris Saint-Germain,,,,Real Madrid,47443,Parc des Princes,,1,0,Paris Saint-Germain,2021-2022,0.0,48712.0
,13,2022-02-15,20:00,Sporting CP,,,,Manchester City,48129,Estádio José Alvalade,,0,5,Manchester City,2021-2022,0.0,52000.0
,14,2022-02-16,20:00,RB Salzburg,,,,Bayern München,29520,Red Bull Arena,,1,1,draw,2021-2022,0.0,31895.0
,14,2022-02-16,20:00,RB Salzburg,,,,Bayern München,29520,Red Bull Arena,,1,1,draw,2021-2022,0.0,42558.0
,14,2022-02-16,20:00,Inter,,,,Liverpool FC,37918,Giuseppe Meazza,,0,2,Liverpool FC,2021-2022,0.0,75923.0
,15,2022-02-22,20:00,Villarreal CF,,,,Juventus,17686,Estadio de la Cerámica,,1,1,draw,2021-2022,0.0,23500.0
,15,2022-02-22,20:00,Chelsea FC,,,,Lille OSC,38832,Stamford Bridge,,2,0,Chelsea FC,2021-2022,0.0,41837.0
,16,2022-02-23,20:00,Atlético Madrid,,,,Manchester United,63273,Wanda Metropolitano,,1,1,draw,2021-2022,0.0,68000.0
,16,2022-02-23,20:00,SL Benfica,,,,AFC Ajax,54760,Estádio da Luz,,2,2,draw,2021-2022,0.0,65272.0
,17,2022-03-08,20:00,Bayern München,,,,RB Salzburg,25000,Allianz Arena,,7,1,Bayern München,2021-2022,0.0,75024.0
,17,2022-03-08,20:00,Liverpool FC,,,,Inter,51747,Anfield,,0,1,Inter,2021-2022,0.0,54074.0
,18,2022-03-09,20:00,Real Madrid,,,,Paris Saint-Germain,59895,Santiago Bernabéu,,3,1,Real Madrid,2021-2022,0.0,81044.0
,18,2022-03-09,20:00,Manchester City,,,,Sporting CP,51213,Etihad Stadium,,0,0,draw,2021-2022,0.0,55097.0
,19,2022-03-15,20:00,Manchester United,,,,Atlético Madrid,73008,Old Trafford,,0,1,Atlético Madrid,2021-2022,0.0,74140.0
,19,2022-03-15,20:00,AFC Ajax,,,,SL Benfica,54066,Johan Cruijff ArenA,,0,1,SL Benfica,2021-2022,0.0,54990.0
,20,2022-03-16,20:00,Lille OSC,,,,Chelsea FC,49048,Stade Pierre Mauroy,,1,2,Chelsea FC,2021-2022,0.0,50186.0
,20,2022-03-16,20:00,Juventus,,,,Villarreal CF,30385,Allianz Stadium,,0,3,Villarreal CF,2021-2022,0.0,41254.0
,21,2022-04-05,20:00,Manchester City,,,,Atlético Madrid,52018,Etihad Stadium,,1,0,Manchester City,2021-2022,0.0,55097.0
,21,2022-04-05,20:00,SL Benfica,,,,Liverpool FC,59633,Estádio da Luz,,1,3,Liverpool FC,2021-2022,0.0,65272.0
,22,2022-04-06,20:00,Villarreal CF,,,,Bayern München,21626,Estadio de la Cerámica,,1,0,Villarreal CF,2021-2022,0.0,23500.0
,22,2022-04-06,20:00,Chelsea FC,,,,Real Madrid,38689,Stamford Bridge,,1,3,Real Madrid,2021-2022,0.0,41837.0
,23,2022-04-12,20:00,Real Madrid,,,,Chelsea FC,59839,Santiago Bernabéu,,2,3,Chelsea FC,2021-2022,0.0,81044.0
,23,2022-04-12,20:00,Bayern München,,,,Villarreal CF,70000,Allianz Arena,,1,1,draw,2021-2022,0.0,75024.0
,24,2022-04-13,20:00,Atlético Madrid,,,,Manchester City,65675,Wanda Metropolitano,,0,0,draw,2021-2022,0.0,68000.0
,24,2022-04-13,20:00,Liverpool FC,,,,SL Benfica,51373,Anfield,,3,3,draw,2021-2022,0.0,54074.0
,25,2022-04-26,20:00,Manchester City,,,,Real Madrid,55097,Etihad Stadium,,4,3,Manchester City,2021-2022,0.0,55097.0
,26,2022-04-27,20:00,Liverpool FC,,,,Villarreal CF,51586,Anfield,,2,0,Liverpool FC,2021-2022,0.0,54074.0
,27,2022-05-03,20:00,Villarreal CF,,,,Liverpool FC,23665,Estadio de la Cerámica,,2,3,Liverpool FC,2021-2022,0.0,23500.0
,28,2022-05-04,20:00,Real Madrid,,,,Manchester City,61416,Santiago Bernabéu,,3,1,Real Madrid,2021-2022,0.0,81044.0
,29,2022-05-28,20:35,Liverpool FC,,,,Real Madrid,0,Stade de France,,0,1,Real Madrid,2021-2022,0.0,81338.0
